id,title,authors,year,venue,search_strings
253,Cerebro: Static Subsuming Mutant Selection,Aayush Garg; Miloš Ojdanić; Renzo Degiovanni; Thierry Titcheu Chekam; Mike Papadakis; Yves Le Traon,2022,IEEE Transactions on Software Engineering,String B
254,BEAST 2.5: An advanced software platform for Bayesian evolutionary analysis,Remco Bouckaert; Timothy G. Vaughan; Joëlle Barido‐Sottani; Sebastián Duchêne; Mathieu Fourment; Alexandra Gavryushkina; Joseph Heled; Graham Jones; Denise Kühnert; Nicola De Maio; Michael Matschiner; Fábio K. Mendes; Nicola F. Müller; Huw A. Ogilvie; Louis du Plessis; Alex Popinga; Andrew Rambaut; David A. Rasmussen; Igor Siveroni; Marc A. Suchard; Chieh‐Hsi Wu; Dong Xie; Chi Zhang; Tanja Stadler; Alexei J. Drummond,2019,PLoS Computational Biology,String B
255,Strand Orientation Bias Detector to determine the probability of FFPE sequencing artifacts,Miklós Dióssy; Zsófia Sztupinszki; Marcin Krzystanek; Judit Börcsök; Aron C. Eklund; István Csabai; Anders Gorm Pedersen; Zoltán Szállási,2021,Briefings in Bioinformatics,String B
256,AptaSUITE: A Full-Featured Bioinformatics Framework for the Comprehensive Analysis of Aptamers from HT-SELEX Experiments,Jan Hoinka; Rolf Backofen; Teresa M. Przytycka,2018,Molecular Therapy — Nucleic Acids,String B
257,Origins and spread of novel genetic variants of sulfadoxine–pyrimethamine resistance in Plasmodium falciparum isolates in Indonesia,Sukmawati Basuki; Fitriah; Petronella Marcia Risamasu; Kasmijati; Pancawati Ariami; Sugeng Riyanto; Ari Hidayat; Dewi Susilowati; Iskandar Iskandar; Budi Armika; Budiono Budiono; Yoes Prijatna Dachlan; Hiroji Kanbara; Haruki Uemura,2018,Malaria Journal,String B
258,The Mutation and Injection Framework: Evaluating Clone Detection Tools with Mutation Analysis,Jeffrey Svajlenko; Chanchal K. Roy,2019,IEEE Transactions on Software Engineering,String B
259,A machine learning approach for classification of equivalent mutants,Muhammad Rashid Naeem; Tao Lin; Hamad Naeem; Hailu Liu,2019,Journal of Software Evolution and Process,String B
260,A mapping study on mutation testing for mobile applications,Henrique Neves da Silva; Jackson Prado Lima; Sílvia Regina Vergílio; André Takeshi Endo,2021,Software Testing Verification and Reliability,String B
261,BackIP: Mutation Based Test Data Generation Using Hybrid Approach,Seifu Detso Bejo; Beakal Gizachew Assefa; Sudhir Kumar Mohapatra,2021,,String B
262,Prediction of Mutations to Control Pathways Enabling Tumor Cell Invasion with the CoLoMoTo Interactive Notebook (Tutorial),Nicolas Levy; Aurélien Naldi; Céline Hernandez; Gautier Stoll; Denis Thieffry; Andreï Zinovyev; Laurence Calzone; Loïc Paulevé,2018,Frontiers in Physiology,String B
263,Towards practical application of mutation testing in industry — Traditional versus extreme mutation testing,Maik Betka; Stefan Wagner,2022,Journal of Software Evolution and Process,String B
264,Pymoo: Multi-Objective Optimization in Python,Julian Blank; Kalyanmoy Deb,2020,IEEE Access,String B
265,Prediction of Mutations to Control Pathways Enabling Tumour Cell Invasion with the CoLoMoTo Interactive Notebook (Tutorial),Nicolas Levy; Aurélien Naldi; Céline Hernandez; Gautier Stoll; Denis Thieffry; Andreï Zinovyev; Laurence Calzone; Loïc Paulevé,2018,bioRxiv (Cold Spring Harbor Laboratory),String B
266,Search and sequence analysis tools services from EMBL-EBI in 2022,Fábio Madeira; Matt Pearce; Adrian R. Tivey; Prasad Basutkar; Joon Lee; Ossama Edbali; Nandana Madhusoodanan; А. В. Колесников; Rodrigo López,2022,Nucleic Acids Research,String B
267,"Molecular characterization of induced mutation of jewawut (Setaria italica ssp. italica) from Buru Island, Indonesia using SRAP",Kusumadewi Sri Yulita; Ridwan Ridwan,2018,Biodiversitas Journal of Biological Diversity,String B
268,<scp>RIoTFuzzer:</scp> Companion App Assisted Remote Fuzzing for Detecting Vulnerabilities in IoT Devices,Kaizheng Liu; Ming Yang; Zhen Ling; Yue Zhang; Chongqing Lei; Junzhou Luo; Xinwen Fu,2024,,String B
269,Large-scale cis- and trans-eQTL analyses identify thousands of genetic loci and polygenic scores that regulate blood gene expression,Urmo Võsa; Annique Claringbould; Harm-Jan Westra; Marc Jan Bonder; Patrick Deelen; Biao Zeng; Holger Kirsten; Ashis Saha; Roman Kreuzhuber; Seyhan Yazar; Harm Brugge; Roy Oelen; Dylan H. de Vries; Monique G.P. van der Wijst; Silva Kasela; Natalia Pervjakova; Isabel Alves; Marie-Julie Favé; Mawussé Agbessi; Mark Christiansen; Rick Jansen; Ilkka Seppälä; Tong Lin; Alexander Teumer; Katharina Schramm; Gibran Hemani; Joost Verlouw; Hanieh Yaghootkar; Reyhan Sönmez Flitman; Andrew Brown; Viktorija Kukushkina; Anette Kalnapenkis; Sina Rüeger; Eleonora Porcu; Jaanika Kronberg; Johannes Kettunen; Bernett Lee; Futao Zhang; Ting Qi; José Alquicira-Hernández; Wibowo Arindrarto; Frank Beutner; Peter A.C. ’t Hoen; Joyce B. J. van Meurs; Jenny van Dongen; Maarten van Iterson; Morris A. Swertz; Marc Jan Bonder; Julia Dmitrieva; Mahmoud Elansary; Benjamin P. Fairfax; Michel Georges; Bastiaan T. Heijmans; Alex W. Hewitt; Mika Kähönen; Yungil Kim; Julian C. Knight; Péter Kovács; Knut Krohn; Shuang� Li; Markus Loeffler; Urko M. Marigorta; Hailang Mei; Yukihide Momozawa; Martina Müller‐Nurasyid; Matthias Nauck; Michel G. Nivard; Brenda W.J.H. Penninx; Jonathan K. Pritchard; Olli T. Raitakari; Olaf Rötzschke; P. Eline Slagboom; Coen D.A. Stehouwer; Michael Stümvoll; Patrick Sullivan; Peter A.C. ’t Hoen; Joachim Thiery; Anke Tönjes; Jenny van Dongen; Maarten van Iterson; Jan H. Veldink; Uwe Völker; Robert Warmerdam; Cisca Wijmenga; Morris A. Swertz; Anand Kumar Andiappan; Grant W. Montgomery; Samuli Ripatti; Markus Perola; Zoltán Kutalik; Emmanouil T. Dermitzakis; Sven Bergmann; Timothy M. Frayling; Joyce B. J. van Meurs; Holger Prokisch; Habibul Ahsan; Brandon L. Pierce; Terho Lehtimäki; Dorret I. Boomsma; Bruce M. Psaty,2021,Nature Genetics,String B
270,Enhancing software quality assurance in ubiquitous learning environments through mutation testing and diverse test oracles,Muhammad Rashid Naeem; Muhammad Asghar Khan; Muhammad Asghar Khan; Mansoor Khan; Mansoor Khan; Omar Alruwaili; Ibrahim Alrashdi; Saad Alanazi,2024,Computers in Human Behavior,String B
271,Cytoscape Automation: empowering workflow-based network analysis,David Otasek; John H. Morris; Jorge Bouças; Alexander R. Pico; Barry Demchak,2019,Genome biology,String B
272,SQUMUTH squirrel search based algorithm for high order mutant generation in mutation testing,Subhasish Mohanty; Jyotirmaya Mishra; Sudhir Kumar Mohapatra; Seifu Detso Bejo; Aliazar Deneke Deferisha,2025,Discover Computing,String B
273,An Empirical Study on Automated Test Generation Tools for Java: Effectiveness and Challenges,Xiangjun Liu; Yu Ping; Xiaoxing Ma,2024,Journal of Computer Science and Technology,String B
274,ESGO/ESTRO/ESP guidelines for the management of patients with endometrial carcinoma,Nicole Concin; Xavier Matías‐Guiu; Ignace Vergote; David Cibula; Mansoor Raza Mirza; Simone Marnitz; Jonathan A. Ledermann; Tjalling Bosse; Cyrus Chargari; Anna Fagotti; Christina Fotopoulou; Antonio González-Martı́n; Sigurd Lax; Domenica Lorusso; Christian Marth; Philippe Morice; Remi A. Nout; D. O’Donnell; Denis Querleu; Maria Rosaria Raspollini; Jalid Sehouli; Alina Sturdza; Alexandra Taylor; Anneke M. Westermann; Pauline Wimberger; Nicoletta Colombo; François Planchamp; Carien L. Creutzberg,2020,International Journal of Gynecological Cancer,String B
275,On Fitness Landscape Analysis of Permutation Problems: From Distance Metrics to Mutation Operator Selection,Vincent Cicirello,2022,Mobile Networks and Applications,String B
276,Mutation testing in test suite generation using separate bacterial memetic evolutionary algorithm in IoT,R. Shobana; Maria Prisicilla G,2023,Measurement Sensors,String B
277,Treatment of epithelial ovarian cancer,Lindsay M. Kuroki; Saketh R. Guntupalli,2020,BMJ,String B
278,Restore: Retrospective Fault Localization Enhancing Automated Program Repair,Tongtong Xu; Liushan Chen; Yu Pei; Tian Zhang; Minxue Pan; Carlo A. Furia,2020,IEEE Transactions on Software Engineering,String B
279,"ESMO–ESGO consensus conference recommendations on ovarian cancer: pathology and molecular biology, early and advanced stages, borderline tumours and recurrent disease",Nicoletta Colombo; Cristiana Sessa; Andreas du Bois; Jonathan A. Ledermann; W. Glenn McCluggage; Iain A. McNeish; Philippe Morice; Sandro Pignata; Isabelle Ray‐Coquard; Ignace Vergote; Thaïs Baert; I. Belaroussi; A. Dashora; Siel Olbrecht; François Planchamp; Denis Querleu; Thaïs Baert; Susana Banerjee; I. Belaroussi; Paweł Blecharz; Ilan Bruchim; David Cibula; Nicoletta Colombo; Nicole Concin; Ben Davidson; A. Dashora; Mojgan Devouassoux‐Shisheboran; Andreas du Bois; Annamaria Ferrero; Rosalind Glasspool; Antonio González-Martı́n; Viola Heinzelmann‐Schwarz; Florence Joly; J.W. Kim; Frédéric Kridelka; Jonathan A. Ledermann; Domenica Lorusso; Sven� Mahner; W. Glenn McCluggage; Iain A. McNeish; Mikio Mikami; Mansoor Raza Mirza; Philippe Morice; Shibani Nicum; Siel Olbrecht; Dearbhaile M. O’Donnell; Patricia Pautier; François Planchamp; Sandro Pignata; Denis Querleu; Isabelle Ray‐Coquard; Alexandros Rodolakis; Jalid Sehouli; Fatih Selçukbırıcık; Cristiana Sessa; Nilanchali Singh; David S.P. Tan; D. Timmerman; Germana Tognon; Jacobus van der Velden; Ignace Vergote; Petronella O. Witteveen; Alain G. Zeimet,2019,Annals of Oncology,String B
280,A Systematic Exploration of Mutation‐Based Fault Localization Formulae,Bo Wang; Jinkang Wei; Mingda Chen; Chong Chen; Youfang Lin; Jie M. Zhang,2024,Software Testing Verification and Reliability,String B
281,Equivalent Mutants in the Wild: Identifying and Efficiently Suppressing Equivalent Mutants for Java Programs,Benjamin Kushigian; Samuel J. Kaufman; Ryan Featherman; Hannah Potter; Ardi Madadi; René Just,2024,,String B
282,Effect of White Turmeric Rhizome Extract (Curcuma zedoaria) on Testis Histology of Male Wistar Rat,Nicolas Xavier Ongko; Linda Chiuman; Chrismis Novalinda Ginting,2019,"American Scientific Research Journal for Engineering, Technology, and Sciences",String B
283,"Sangerbox: A comprehensive, interaction‐friendly clinical bioinformatics analysis platform",Weitao Shen; Ziguang Song; Xiao Yan Zhong; Mei Huang; Danting Shen; Pingping Gao; Xiaoqian Qian; Mengmeng Wang; Xiubin He; Tonglian Wang; Shuang Li; Xiang Song,2022,iMeta,String B
284,dbNSFP v4: a comprehensive database of transcript-specific functional predictions and annotations for human nonsynonymous and splice-site SNVs,Xiaoming Liu; Chang Li; Chengcheng Mou; Yibo Dong; Yi-Cheng Tu,2020,Genome Medicine,String B
285,CatBoost for big data: an interdisciplinary review,John Hancock; Taghi M. Khoshgoftaar,2020,Journal Of Big Data,String B
286,Peri- and Post-operative Evaluation and Management of Atypical Hemolytic Uremic Syndrome (aHUS) in Kidney Transplantation,Anuja Java,2020,Advances in Chronic Kidney Disease,String B
287,A Study of Flaky Failure De-Duplication to Identify Unreliably Killed Mutants,Abdulrahman Alshammari; Paul Ammann; Michael Hilton; Jonathan Bell,2024,,String B
288,Economic dispatch and operating cost optimization for thermal power in 500 KV system using genetic algorithm (GA),Nuur Miftah Azkiya; Ade Gafar Abdullah; H Hasbullah,2018,IOP Conference Series Materials Science and Engineering,String B
289,"Ovarian Cancer, Version 2.2020, NCCN Clinical Practice Guidelines in Oncology",Deborah K. Armstrong; Ronald D. Alvarez; Jamie N. Bakkum‐Gamez; Lisa Barroilhet; Kian Behbakht; Andrew Berchuck; Lee-may Chen; Mihaela Cristea; Maria C. DeRosa; Eric Eisenhauer; David M. Gershenson; Heidi J. Gray; Rachel N. Grisham; Ardeshir Hakam; Angela Jain; Amer Karam; Gottfried E. Konecny; Charles A. Leath; Joyce F. Liu; Haider Mahdi; Lainie P. Martin; Daniela Matei; Michael McHale; Karen McLean; David S. Miller; David M. O’Malley; Sanja Percac‐Lima; Elena Ratner; Steven W. Remmenga; Roberto Vargas; Theresa L. Werner; Emese Zsíros; Jennifer L. Burns; Anita M. Engh,2021,Journal of the National Comprehensive Cancer Network,String B
290,Abstraction-Aware Inference of Metamorphic Relations,Agustín Nolasco; Facundo Molina; Renzo Degiovanni; Alessandra Gorla; Diego Garbervetsky; Mike Papadakis; Sebastián Uchitel; Nazareno Aguirre; Marcelo F. Frias,2024,Proceedings of the ACM on software engineering.,String B
291,On the impact of timeouts and JVM crashes in Pitest,Thomas Laurent; Fionnuala Wall; Anthony Ventresque,2020,,String B
292,MACSE v2: Toolkit for the Alignment of Coding Sequences Accounting for Frameshifts and Stop Codons,Vincent Ranwez; Emmanuel Douzery; Cédric Cambon; Nathalie Chantret; Frédéric Delsuc,2018,Molecular Biology and Evolution,String B
293,P2Rank: machine learning based tool for rapid and accurate prediction of ligand binding sites from protein structure,Radoslav Krivák; David Hoksza,2018,Journal of Cheminformatics,String B
294,Codon usage bias,Sujatha Thankeswaran Parvathy; V. Udayasuriyan; V. P. Bhadana,2021,Molecular Biology Reports,String B
295,Bio-inspired computation: Where we stand and what's next,Javier Del Ser; Eneko Osaba; Daniel Molina; Xin‐She Yang; Sancho Salcedo‐Sanz; David Camacho; Swagatam Das; Ponnuthurai Nagaratnam Suganthan; Carlos A. Coello Coello; Francisco Herrera,2019,Swarm and Evolutionary Computation,String B
296,Context-aware patch generation for better automated program repair,Ming Wen; Junjie Chen; Rongxin Wu; Dan Hao; Shing-Chi Cheung,2018,,String B
297,Evaluating Fuzz Testing,George Klees; Andrew Ruef; Benji Cooper; Shiyi Wei; Michael Hicks,2018,,String B
298,The PRIDE database at 20 years: 2025 update,Yasset Pérez‐Riverol; Chakradhar Bandla; Deepti J Kundu; Selvakumar Kamatchinathan; Jingwen Bai; Suresh Hewapathirana; Nithu Sara John; Ananth Prakash; Mathias Walzer; Shengbo Wang; Juan Antonio Vizcaíno,2024,Nucleic Acids Research,String B
299,HTSlib: C library for reading/writing high-throughput sequencing data,James Bonfield; John Marshall; Petr Danecek; Heng Li; Valeriu Ohan; Andrew Whitwham; Thomas Keane; Robert M. Davies,2021,GigaScience,String B
300,"Uterine Neoplasms, Version 1.2018, NCCN Clinical Practice Guidelines in Oncology",Wui-Jin Koh; Nadeem R. Abu‐Rustum; Sarah Bean; Kristin Bradley; Susana M. Campos; Kathleen R. Cho; Hye Sook Chon; Christina Chu; David E. Cohn; Marta A. Crispens; Shari Damast; Oliver Dorigo; Patricia J. Eifel; Christine M. Fisher; Peter J. Frederick; David K. Gaffney; Suzanne George; Ernest Han; Susan A. Higgins; Warner K. Huh; John R. Lurain; Andrea Mariani; David G. Mutch; Christa Nagel; Larissa Nekhlyudov; Amanda N. Fader; Steven W. Remmenga; R. Kevin Reynolds; T. Tillmanns; Stefanie Ueda; Emily Wyse; Catheryn M. Yashar; Nicole R. McMillian; Jillian L. Scavone,2018,Journal of the National Comprehensive Cancer Network,String B
301,"A Tutorial On the design, experimentation and application of metaheuristic algorithms to real-World optimization problems",Eneko Osaba; Esther Villar-Rodríguez; Javier Del Ser; Antonio J. Nebro; Daniel Molina; Antonio LaTorre; Ponnuthurai Nagaratnam Suganthan; Carlos A. Coello Coello; Francisco Herrera,2021,Swarm and Evolutionary Computation,String B
302,PLN Organizational Leaders Manajemen Talent sebagai Strategi Pengelolaan Human Capital,Musthofa Musthofa,2020,Kilat,String B
303,Pan-cancer molecular subtypes revealed by mass-spectrometry-based proteomic characterization of more than 500 human cancers,Fengju Chen; Darshan S. Chandrashekar; Sooryanarayana Varambally; Chad J. Creighton,2019,Nature Communications,String B
304,Extrachromosomal DNA is associated with oncogene amplification and poor outcome across multiple cancers,Hoon Kim; Nam Nguyen; Kristen M. Turner; Sihan Wu; Amit D. Gujar; Jens Luebeck; Jihe Liu; Viraj Deshpande; Utkrisht Rajkumar; Sandeep Namburi; Samirkumar B. Amin; Eunhee Yi; Francesca Menghi; Johannes H. Schulte; Anton G. Henssen; Howard Y. Chang; Christine R. Beck; Paul S. Mischel; Vineet Bafna; Roel G.W. Verhaak,2020,Nature Genetics,String B
305,Accurate and efficient detection of gene fusions from RNA sequencing data,Sebastian Uhrig; Julia Ellermann; Tatjana Walther; Pauline Burkhardt; Martina Fröhlich; Barbara Hutter; Umut H. Toprak; Olaf Neumann; Albrecht Stenzinger; Claudia Scholl; Stefan Fröhling; Benedikt Brors,2021,Genome Research,String B
306,Unraveling the polygenic architecture of complex traits using blood eQTL metaanalysis,Urmo Võsa; Annique Claringbould; Harm-Jan Westra; Marc Jan Bonder; Patrick Deelen; Biao Zeng; Holger Kirsten; Ashis Saha; Roman Kreuzhuber; Silva Kasela; Natalia Pervjakova; Isabel Alvaes; Marie-Julie Favé; Mawussé Agbessi; Mark Christiansen; Rick Jansen; Ilkka Seppälä; Tong Lin; Alexander Teumer; Katharina Schramm; Gibran Hemani; Joost Verlouw; Hanieh Yaghootkar; Reyhan Sönmez; Andrew Brown; Viktorija Kukushkina; Anette Kalnapenkis; Sina Rüeger; Eleonora Porcu; Jaanika Kronberg-Guzman; Johannes Kettunen; Joseph E. Powell; Bernett Lee; Futao Zhang; Wibowo Arindrarto; Frank Beutner; Harm Brugge; Julia Dmitreva; Mahmoud Elansary; Benjamin P. Fairfax; Michel Georges; Bastiaan T. Heijmans; Mika Kähönen; Yungil Kim; Julian C. Knight; Péter Kovács; Knut Krohn; Shuang� Li; Markus Loeffler; Urko M. Marigorta; Hailang Mei; Yukihide Momozawa; Martina Müller‐Nurasyid; Matthias Nauck; Michel G. Nivard; Brenda W.J.H. Penninx; Jonathan K. Pritchard; Olli T. Raitakari; Olaf Rotzchke; P. Eline Slagboom; Coen D.A. Stehouwer; Michael Stümvoll; Patrick Sullivan; Peter A.C. ’t Hoen; Joachim Thiery; Anke Tönjes; Jenny van Dongen; Maarten van Iterson; Jan H. Veldink; Uwe Völker; Cisca Wijmenga; Morris A. Swertz; Anand Kumar Andiappan; Grant W. Montgomery; Samuli Ripatti; Markus Perola; Zoltán Kutalik; Emmanouil T. Dermitzakis; Sven Bergmann; Timothy M. Frayling; Joyce B. J. van Meurs; Holger Prokisch; Habibul Ahsan; Brandon L. Pierce; Terho Lehtimäki; Dorret I. Boomsma; Bruce M. Psaty; Sina A. Gharib; Philip Awadalla; Lili Milani; Willem H. Ouwehand; Kate Downes; Oliver Stegle; Alexis Battle; Jian Yang; Peter M. Visscher; Markus Scholz; Gregory Gibson; Tõnu Esko; Lude Franke,2018,bioRxiv (Cold Spring Harbor Laboratory),String B
307,Introductory programming: a systematic literature review,Andrew Luxton-Reilly; Simon; Ibrahim Albluwi; Brett A. Becker; Michail N. Giannakos; Amruth N. Kumar; Linda Ott; James H. Paterson; Michael Scott; Judy Sheard; Claudia Szabo,2018,,String B
308,Analysis of error profiles in deep next-generation sequencing data,Xiaotu Ma; Ying Shao; Liqing Tian; Diane A. Flasch; Heather L. Mulder; Michael N. Edmonson; Yu Liu; Xiang Chen; Scott Newman; Joy Nakitandwe; Yongjin Li; Benshang Li; Shuhong Shen; Zhaoming Wang; Sheila Shurtleff; Leslie L. Robison; Shawn Levy; John Easton; Jinghui Zhang,2019,Genome biology,String B
